idstud,bsmmat01,bsssci01,bsbg01,bsbg03,bsdage,bsbgher,bsbgsbs,bsbgslm,bsbgsvm,bsbgscm,bsbgeml,bsdgedup,bsdmwkhw,bcbg01,bcbg03a,bcbg05a,schsc14q02,schsc22q01,schsc22q09,schsc22q11,schsc24q01,schscmatedu,schsmratio,escs,pv1math,pv1read,pv1scie,r9schooltype,a9q7,bQ1
4740211,492.21304,450.58067,1,1,15.166666666666666,10.25396,10.19817,13.46507,10.35139,11.70269,11.44903,3,2,366,4,1,1,2,3,2,2,-0.4184,120.667,0.51,302.4692,372.1382,391.4025,1,5,3
4410215,511.73489,547.96926,1,1,14.916666666666666,10.25396,11.04872,10.80246,5.96004,9.84519,7.42878,2,2,869,1,2,3,4,3,2,1,-0.5803,134.462,0.47,457.6336,546.8865,505.166,2,4,4
3400304,604.16542,559.18647,2,1,14.25,11.64917,10.19817,10.35777,11.9425,10.54867,10.15325,2,3,1280,NA,1,1,2,3,3,3,1.9226,153.647,0.27,529.1401,552.7625,559.2503,3,5,4
4550222,484.06756,417.98163,1,1,14.666666666666666,8.91919,10.00191,10.80246,11.01771,10.07332,10.15325,3,2,786,3,3,1,3,3,3,1,-0.9168,154,-0.81,406.5353,369.4376,366.2253,1,4,3
4680203,437.22742,491.97758,1,2,14.666666666666666,11.64917,13.03951,10.80246,11.01771,9.39344,12.42205,1,1,403,3,2,1,4,4,4,2,-1.2965,192.5,0.27,423.9056,437.8277,451.8277,1,3,4
3050119,534.80697,520.09519,1,1,14.75,9.60097,9.18945,9.965,11.01771,9.84519,9.15641,3,2,445,4,5,1,1,3,2,3,-0.9168,166.667,-0.62,416.1941,406.2936,356.9004,1,3,3
3730428,539.78961,588.8672,1,1,15.083333333333334,11.64917,9.62932,9.60333,8.20673,9.61942,9.6346,2,1,1043,2,3,1,2,2,3,2,-0.256,244.75,0.32,528.439,474.922,517.4748,1,3,4
3190310,475.95961,465.49239,1,1,14.583333333333334,11.64917,8.81989,10.80246,10.35139,7.58514,11.44903,1,1,1079,3,2,1,3,3,3,1,-0.9812,148.857,0.12,399.0575,369.517,348.2283,1,3,3
4070204,550.14876,498.33333,1,3,13.416666666666666,12.51743,13.03951,10.04285,7.57539,10.04708,10.15325,1,2,883,1,5,2,2,3,2,1,-1.2965,140.308,-0.45,439.6401,387.5478,427.956,2,5,4
3270116,635.14689,644.99898,2,1,14.416666666666666,10.92551,8.19852,9.965,8.92971,10.30668,10.74331,2,1,364,4,5,1,3,1,1,1,0.2803,109.333,-0.26,416.973,364.0648,344.1253,1,4,4
3250129,461.37828,506.03409,1,1,14.666666666666666,11.64917,8.81989,9.60333,7.88323,7.89169,8.27843,2,2,348,4,1,1,4,3,3,3,-1.0989,173.5,-0.2,391.7355,318.6017,304.6811,1,5,2
5100112,580.63636,619.05193,1,1,15.333333333333334,10.92551,10.19817,9.965,8.20673,10.07332,10.15325,1,1,364,1,2,1,2,3,3,3,0.5021,85,0.51,492.1405,525.9961,529.7837,2,4,NA
3430302,560.58791,519.32028,2,1,15.833333333333334,9.60097,9.62932,9.60333,11.01771,15.81948,10.74331,2,3,1049,1,2,2,3,2,3,1,-0.9168,282.5,-0.44,456.6989,333.0295,394.1999,1,5,1
5090117,615.36391,539.59233,1,1,14.75,9.60097,9.62932,9.965,9.81093,10.30668,9.6346,2,2,310,1,4,1,1,1,2,1,-0.9168,NA,0.04,549.3924,522.8189,519.433,2,3,2
3370113,579.74517,619.80283,2,1,15.166666666666666,10.25396,13.03951,8.93041,8.55351,9.39344,8.70884,3,2,377,1,5,1,3,1,1,3,0.7756,90.5,0.16,532.7232,572.4903,498.6386,1,5,4
3840223,389.26146,415.62919,1,1,14.916666666666666,11.64917,7.6477,8.60159,7.88323,7.58514,8.70884,2,2,631,1,5,1,3,4,1,2,-0.5803,160.5,0.04,408.5605,449.9806,381.1451,1,3,4
4020404,448.75765,407.58723,2,1,13.75,10.92551,7.6477,8.26761,8.55351,8.69047,7.85736,1,2,817,3,1,3,3,3,2,2,-0.5803,171,-0.29,407.6258,401.7562,393.9202,1,5,3
3330105,463.96614,441.42795,2,3,14.5,8.91919,9.62932,12.07123,9.81093,10.30668,12.42205,2,1,219,4,6,1,1,2,2,3,0.0872,51.5,-0.59,422.4256,337.6006,365.5725,1,NA,4
3600110,520.60441,538.06629,2,1,15.166666666666666,10.92551,10.19817,12.07123,9.34439,10.07332,14.34298,1,3,NA,1,1,3,2,3,3,1,0.2803,177,0.99,499.5404,454.6846,437.3741,1,3,NA
4780419,417.93261,390.5559,2,1,15.083333333333334,11.64917,9.62932,9.26151,9.34439,9.61942,9.15641,2,2,1408,2,2,3,2,2,2,2,0.0872,200.714,0.44,491.05,339.0441,499.4778,1,5,4
4460316,452.70475,561.98561,2,1,14.416666666666666,10.25396,9.62932,8.26761,10.35139,3.17837,8.70884,2,2,881,1,2,1,2,3,3,2,0.5021,174,-0.36,454.7515,469.1196,498.0791,1,4,4
4200108,488.95802,606.44955,2,2,14.833333333333334,9.60097,10.19817,13.46507,11.9425,11.70269,12.42205,2,1,71,3,6,1,2,1,3,3,1.1595,23,-0.23,372.0284,370.4002,366.3185,1,NA,4
4780115,651.57227,587.70571,1,1,15,11.64917,11.04872,7.91186,8.92971,8.43911,10.15325,2,1,1408,2,2,3,2,2,2,2,0.0872,200.714,0.47,501.0204,460.0684,484.6512,1,5,4
4050313,584.14211,608.81508,1,1,14.5,10.04151,11.04872,9.60333,7.88323,10.07332,10.15325,NA,1,1092,1,2,1,3,1,1,3,-0.256,178.5,-0.36,542.5378,633.4663,581.63,1,3,1
4440121,425.50077,459.93785,1,1,15.333333333333334,9.60097,11.04872,9.26151,9.34439,8.17383,9.15641,3,2,NA,1,4,3,2,3,3,3,-0.9168,128.462,-0.37,416.1162,422.7358,416.3931,1,3,NA
4330210,424.96333,389.54106,2,1,14.666666666666666,9.60097,8.19852,7.91186,7.88323,6.85613,7.42878,3,2,556,2,5,1,3,2,1,2,-0.4184,140,0.56,427.5666,372.806,386.74,1,3,4
3940214,343.68626,382.94548,2,1,16.083333333333332,14.01827,10.19817,10.80246,9.34439,9.39344,14.34298,1,2,524,3,1,2,3,2,2,2,-0.7452,271,0.72,398.9796,250.9104,341.7009,1,5,4
3630322,490.4948,477.50688,1,2,15.25,14.01827,8.19852,13.46507,11.9425,11.07454,14.34298,1,1,1209,1,2,4,4,3,4,3,-0.4184,132.526,-0.14,396.6428,433.0618,435.9754,1,5,NA
4630216,596.09748,577.20951,2,2,14.916666666666666,8.91919,13.03951,8.60159,9.81093,9.16491,9.6346,3,2,311,3,5,1,1,3,2,2,-1.2965,94,-0.58,462.6188,420.9227,411.9172,1,3,4
4690308,418.72603,375.37031,2,2,14.75,8.91919,8.48873,9.60333,9.81093,7.89169,10.15325,3,1,903,1,1,2,3,2,3,1,-0.5803,176.4,-0.07,388.0745,275.8508,396.0649,1,4,NA
3080123,557.68418,522.66138,2,1,15.083333333333334,12.21628,10.19817,10.35777,10.35139,11.07454,9.6346,NA,2,511,4,1,1,4,3,3,2,-0.256,133.25,-0.02,528.0495,490.6919,496.7736,1,6,3
4440115,429.54731,410.03231,2,1,14.25,10.25396,8.52716,10.80246,11.9425,11.70269,11.44903,2,3,NA,1,4,3,2,3,3,3,-0.9168,128.462,0.58,413.8573,408.4124,434.2969,1,3,4
3610108,545.026,457.53587,1,2,14.5,10.25396,8.19852,13.46507,11.01771,12.54869,10.74331,2,1,151,1,5,2,2,1,1,2,0.2803,89.333,0.03,453.5052,397.3179,412.6632,1,3,2
3770220,415.82476,479.50973,2,1,15.5,9.60097,10.19817,9.965,9.81093,8.93142,10.74331,4,2,338,1,4,1,3,4,3,3,-2.0766,NA,-0.28,342.974,331.1851,383.6628,1,6,3
4280110,494.42536,479.59582,2,1,14.666666666666666,11.64917,11.04872,10.35777,11.9425,9.61942,3.26515,1,2,311,1,1,1,NA,2,2,3,0.7756,189,-0.41,489.0248,449.8729,453.3197,1,5,4
3940215,421.0959,365.76969,2,1,15.25,7.37134,9.62932,10.80246,13.70742,9.61942,10.74331,4,3,524,3,1,2,3,2,2,2,-0.7452,271,-1.2,388.386,373.608,387.7658,1,5,4
3090105,603.40608,550.68875,1,1,14.416666666666666,9.60097,13.03951,12.07123,9.81093,9.16491,8.70884,2,2,194,3,5,1,3,3,3,2,-1.7689,96,-0.53,501.1762,481.2764,442.8758,1,6,4
4310208,679.33547,629.91234,1,1,14.75,11.64917,11.04872,10.35777,8.20673,12.54869,9.6346,1,2,1109,2,2,1,1,1,2,1,0.2803,159.714,0.89,680.4876,696.6934,663.7822,2,4,NA
4110104,529.88823,542.00958,1,3,15.083333333333334,7.37134,11.04872,11.33851,13.70742,8.69047,12.42205,5,2,60,4,6,2,3,2,3,2,-1.2965,30.5,-1.7,578.2131,546.6482,562.7005,NA,NA,NA
3190112,506.93136,455.99729,1,1,15,8.91919,13.03951,12.07123,11.9425,9.61942,11.44903,4,NA,1079,3,2,1,3,3,3,1,-0.9812,148.857,0.06,448.0527,499.7044,485.304,1,3,4
3630514,503.95332,580.19055,2,1,15.416666666666666,11.64917,13.03951,12.07123,6.97345,12.54869,10.74331,1,2,1209,1,2,4,4,3,4,3,-0.4184,132.526,2.08,383.4787,340.0065,382.7303,1,5,2
3890120,566.57961,553.10219,1,1,15.333333333333334,10.25396,8.19852,11.33851,10.35139,8.69047,9.6346,2,2,NA,NA,2,1,3,3,3,2,-0.0892,259,-0.03,569.2553,511.6985,537.2436,1,3,4
3130101,478.23708,382.33926,2,1,14.416666666666666,8.74681,9.18945,8.93041,9.81093,8.93142,10.39525,NA,2,202,3,6,1,2,3,3,2,-0.9168,NA,-1.99,285.4105,252.434,326.0351,1,3,NA
4290104,576.12925,548.04476,1,1,14.583333333333334,12.21628,9.18945,9.965,6.97345,10.07332,6.47491,NA,2,285,4,6,1,4,2,3,3,0.0872,88,0.59,466.8251,470.3944,448.564,1,3,4
4550217,457.70169,433.73014,1,1,15.333333333333334,9.60097,8.48873,9.60333,7.88323,8.69047,8.70884,2,2,786,3,3,1,3,3,3,1,-0.9168,154,0.05,427.8003,361.5739,408.1872,1,4,4
3640310,476.16923,565.002,1,1,14.333333333333334,10.25396,9.36357,9.26151,11.01771,6.85613,8.70884,3,1,758,2,2,3,2,3,2,3,1.9226,205.2,0.57,526.258,532.2712,502.4618,1,3,3
3880223,597.43158,535.80168,2,1,15.5,9.60097,11.04872,8.60159,7.2741,9.39344,8.27843,3,2,836,1,3,2,2,3,3,2,-0.4184,172.4,-1,550.2493,493.7393,514.6774,2,5,4
3630302,476.84723,507.75304,2,1,14.666666666666666,11.64917,8.48873,11.33851,13.70742,10.80346,11.44903,1,1,1209,1,2,4,4,3,4,3,-0.4184,132.526,0.37,423.4382,393.6566,433.4577,1,5,3
4280107,434.24,509.09271,2,1,15.166666666666666,11.17406,11.04872,6.36452,6.66537,8.17383,6.47491,NA,1,311,1,1,1,NA,2,2,3,0.7756,189,0.59,520.0265,456.2083,491.2719,1,5,NA
3780218,429.04507,440.80591,1,1,14.416666666666666,10.25396,10.19817,7.03246,8.92971,8.69047,7.85736,3,1,1442,2,2,1,4,3,3,2,-0.9168,232.833,0.1,402.2511,436.7951,401.8463,1,5,4
4620217,628.09315,553.19777,1,1,14.166666666666666,10.92551,8.81989,8.60159,8.55351,7.89169,10.74331,1,1,592,2,1,1,3,1,1,1,1.1595,119.2,0.88,628.0651,572.0661,597.762,1,5,4
3820521,506.68275,583.9262,2,2,14.333333333333334,12.51743,9.62932,10.35777,8.55351,9.16491,9.6346,1,2,1365,4,2,2,2,3,3,1,-0.9168,NA,-0.16,524.6222,550.3567,576.03510000000006,1,6,NA
4080315,558.77514,509.3106,2,3,13.666666666666666,8.91919,7.91394,9.60333,8.92971,10.07332,9.15641,3,1,503,3,5,1,3,2,4,3,-1.2965,NA,-1.97,406.769,453.0807,402.4058,1,3,2
4170118,411.23709,496.70538,2,1,14.25,10.92551,11.04872,9.965,8.20673,7.24499,8.54844,2,2,484,1,5,3,3,2,2,2,-0.256,NA,-0.05,411.5205,422.6068,398.2096,1,4,4
4690326,573.53011,558.48499,1,2,14.916666666666666,10.92551,10.19817,9.26151,9.34439,8.17383,8.27843,1,1,903,1,1,2,3,2,3,1,-0.5803,176.4,-0.49,557.6492,509.2362,511.6934,1,4,NA
4930104,644.97832,636.09679,1,2,14.666666666666666,11.64917,8.48873,8.60159,8.92971,10.80346,9.6346,1,2,806,1,1,2,2,2,1,1,0.2803,157.4,0.76,655.4058,647.3667,662.6632,1,4,2
4490113,486.00781,507.22166,2,1,16.583333333333332,8.74681,6.83195,11.33851,8.20673,12.08627,9.15641,NA,2,232,4,6,1,4,4,3,2,-0.256,66,-0.9,364.7063,408.9737,357.6464,1,NA,4
3820511,466.7235,408.07354,1,1,15.083333333333334,11.64917,11.04872,9.60333,5.49149,6.39359,11.44903,1,1,1365,4,2,2,2,3,3,1,-0.9168,NA,0.18,415.3373,455.2231,433.0847,1,6,4
4610211,499.38879,477.19122,2,1,14.833333333333334,14.01827,7.11034,10.80246,9.81093,9.61942,7.85736,1,2,765,1,2,2,1,2,1,1,-0.7452,253.667,0.74,467.2145,462.7041,485.0242,1,4,4
5010112,594.22695,557.81384,1,1,14.916666666666666,8.91919,13.03951,9.60333,8.20673,10.54867,9.6346,3,1,429,1,1,1,1,2,2,2,-0.4184,NA,-1,514.2623,473.5716,558.3178,1,4,2
4070208,428.13913,430.47021,2,4,13.583333333333334,10.25396,9.36357,7.7531,10.35139,7.20663,9.15641,1,1,883,1,5,2,2,3,2,1,-1.2965,140.308,-0.54,379.7398,364.3054,358.7654,2,5,NA
4190304,456.32145,455.46461,1,3,14.75,10.92551,10.19817,10.35777,13.70742,8.69047,8.27843,2,1,516,1,5,1,2,3,3,3,0.2803,118.889,0.01,439.6401,428.1371,439.7986,1,5,NA
4620213,609.34717,546.84453,1,1,15.333333333333334,8.91919,10.19817,12.07123,11.01771,10.80346,10.15325,4,2,592,2,1,1,3,1,1,1,1.1595,119.2,-0.42,531.399,491.0465,521.7643,1,5,NA
3990105,452.29848,510.01808,1,1,14.166666666666666,11.17406,9.18945,13.46507,11.01771,13.14698,12.42205,NA,1,83,4,6,2,2,2,3,2,0.2803,78,-0.69,454.3621,480.9587,548.0604,1,3,4
4780414,601.7798,540.76015,1,1,14,10.25396,9.62932,10.35777,7.88323,9.16491,9.6346,2,2,1408,2,2,3,2,2,2,2,0.0872,200.714,0.23,361.7464,356.5698,322.5849,1,5,NA
4590208,573.43256,565.78313,2,1,14.25,10.25396,7.6477,12.07123,11.01771,10.30668,11.44903,1,3,409,2,5,1,3,3,3,2,0.2803,105,0.44,599.1665,506.811,557.1988,1,3,4
3190113,522.11426,467.76671,2,1,15.166666666666666,10.25396,9.62932,11.33851,10.35139,8.69047,10.74331,1,2,1079,3,2,1,3,3,3,1,-0.9812,148.857,0.38,449.1432,463.4258,504.3267,1,3,2
4980224,475.88978,505.61729,1,1,14.75,12.51743,9.18945,8.93041,8.55351,8.69047,9.6346,2,1,590,3,1,2,3,3,2,2,0.0872,125.6,0.39,497.671,548.1574,586.2924,1,4,NA
4290112,616.21823,571.9116,1,1,14.25,12.51743,10.19817,12.07123,13.70742,12.54869,10.74331,1,2,285,4,6,1,4,2,3,3,0.0872,88,0.66,528.9843,541.3263,568.5752,1,3,4
4230119,536.52409,470.15931,1,2,14.916666666666666,7.30445,8.81989,8.93041,9.81093,9.61942,7.42878,NA,1,907,2,1,3,2,3,4,2,1.9226,215.75,-0.8,505.6161,506.3766,437.0944,1,5,4
3570230,587.40774,616.79332,1,1,15.083333333333334,10.92551,11.04872,11.33851,7.88323,11.07454,12.42205,2,2,522,2,1,2,4,3,3,2,-0.5803,146.5,0.19,512.0034,519.6416,505.8187,1,3,2
4840201,627.39716,576.98507,1,1,15,12.51743,9.62932,10.80246,11.9425,11.70269,11.44903,1,2,883,2,3,2,2,1,2,2,-0.4184,190,0.2,443.379,423.4507,461.9918,1,3,4
4310406,501.41161,485.68294,2,2,15.166666666666666,10.92551,9.47748,10.35777,11.01771,8.69047,10.74331,2,1,1109,2,2,1,1,1,2,1,0.2803,159.714,-0.26,411.91,365.6687,366.5983,2,5,4
4450121,452.48508,457.64378,2,1,14.75,7.30445,9.18945,10.80246,10.35139,8.69047,11.44903,NA,1,226,2,4,1,3,3,1,2,1.9226,207.333,-0.98,408.5605,373.9287,435.2294,1,3,NA
4510106,508.99932,580.12115,2,1,15.083333333333334,11.17406,10.19817,8.93041,7.88323,7.89169,8.70884,NA,1,664,1,1,2,2,1,1,3,-0.9168,266.667,-0.82,536.9294,509.2169,558.038,1,3,NA
3220105,645.45877,728.45915,2,1,15.083333333333334,12.51743,13.03951,10.35777,9.81093,10.54867,11.44903,1,1,42,4,6,1,1,3,3,2,0.5021,21,-0.3,551.4177,473.0491,535.0056,1,4,NA
4550213,495.63622,488.89933,2,1,15.083333333333334,8.91919,9.18945,7.91186,8.20673,6.85613,10.15325,4,3,786,3,3,1,3,3,3,1,-0.9168,154,-0.42,447.2737,278.9784,334.241,1,4,4
3880213,551.99482,603.15852,1,1,14.333333333333334,11.64917,13.03951,13.46507,13.70742,12.08627,14.34298,2,2,836,1,3,2,2,3,3,2,-0.4184,172.4,-0.25,559.986,537.037,463.204,2,5,4
4400109,520.04217,553.04436,2,1,14.75,10.92551,9.62932,12.07123,8.92971,10.54867,10.15325,2,1,907,3,2,2,4,4,2,2,-0.256,155.5,0.47,552.1187,525.2558,549.3659,1,3,NA
4450108,629.99474,669.59992,2,1,15.25,10.25396,8.48873,10.35777,11.9425,11.70269,9.15641,2,2,226,2,4,1,3,3,1,2,1.9226,207.333,-0.9,539.2662,493.178,518.8736,1,3,2
4440120,402.99172,466.86829,1,1,14.416666666666666,10.92551,8.48873,7.91186,7.57539,7.58514,5.86845,2,2,NA,1,4,3,2,3,3,3,-0.9168,128.462,-0.29,413.7015,383.2586,418.4446,1,3,3
3250132,542.28149,583.01261,2,2,14.666666666666666,10.25396,10.19817,9.965,11.01771,9.16491,10.74331,2,2,348,4,1,1,4,3,3,3,-1.0989,173.5,-0.76,498.7615,401.7562,427.1167,1,5,NA
4070205,568.74691,516.86767,2,3,12.916666666666666,10.92551,13.03951,12.07123,11.01771,11.70269,14.34298,1,NA,883,1,5,2,2,3,2,1,-1.2965,140.308,1.33,530.5421,414.026,437.0944,1,5,NA
4320306,504.93155,534.25994,2,1,14.416666666666666,8.74681,9.18945,10.35777,10.35139,8.43911,10.74331,NA,1,367,NA,2,1,2,1,3,2,1.1595,98.5,0.11,385.8934,398.3079,434.4834,3,4,4
3850101,513.30374,520.8103,2,1,14.666666666666666,12.51743,9.62932,11.33851,11.9425,9.39344,12.42205,1,1,454,2,2,1,4,3,2,2,0.2803,177.2,0.08,394.3839,306.5653,327.9933,NA,3,NA
4020411,539.32848,547.44574,1,1,14.666666666666666,9.60097,10.19817,8.60159,9.81093,9.16491,7.85736,1,1,817,3,1,3,3,3,2,2,-0.5803,171,0.06,545.4977,581.5978,446.699,1,5,4
3980215,477.50724,457.96948,1,1,15.083333333333334,10.92551,10.19817,8.93041,8.20673,8.93142,9.15641,2,1,798,2,1,2,3,3,4,2,-1.0989,168.6,0.3,447.2737,477.5432,511.5069,1,3,4
4020211,415.97605,405.68869,2,1,15,12.51743,13.03951,11.33851,10.35139,8.93142,11.44903,1,1,817,3,1,3,3,3,2,2,-0.5803,171,-0.28,375.6894,350.6723,353.1705,1,5,NA
4550218,352.9902,379.96477,2,1,14.583333333333334,8.91919,NA,NA,11.9425,8.43911,9.6346,3,3,786,3,3,1,3,3,3,1,-0.9168,154,-0.32,360.8895,246.9808,345.4308,1,4,4
3820506,558.7471,539.06946,2,1,14.916666666666666,10.92551,7.6477,6.36452,6.97345,9.16491,5.86845,1,3,1365,4,2,2,2,3,3,1,-0.9168,NA,0.05,456.8547,512.6652,449.2167,1,6,1
3830103,491.28666,487.25938,2,1,16.25,7.30445,10.19817,8.93041,10.35139,10.30668,14.34298,NA,1,51,4,6,1,3,3,3,2,-0.0892,25,-0.61,580.9394,408.1718,435.6024,1,3,NA
3990110,427.97075,501.39598,1,1,15.25,6.33067,7.91394,10.80246,10.35139,10.30668,10.74331,4,3,83,4,6,2,2,2,3,2,0.2803,78,-1.3,445.6379,425.357,449.2167,1,3,4
3480122,426.35966,418.35043,1,1,15,11.64917,13.03951,9.965,9.34439,9.39344,9.6346,1,1,532,1,1,2,3,1,2,2,-0.4184,90,0.8,396.1754,456.0174,384.0358,1,3,3
4410224,518.30884,559.26372,2,1,14.916666666666666,12.51743,9.62932,12.07123,11.01771,11.70269,10.15325,1,2,869,1,2,3,4,3,2,1,-0.5803,134.462,-0.22,494.0879,558.9375,588.8101,2,4,NA
3770204,556.02158,624.25677,1,1,15.25,10.92551,10.19817,10.80246,9.81093,9.16491,8.70884,1,1,338,1,4,1,3,4,3,3,-2.0766,NA,0.63,559.5186,585.8077,590.9549,1,6,2
4380210,750.96324,658.53721,1,1,15.083333333333334,11.64917,13.03951,13.46507,13.70742,15.81948,14.34298,1,2,620,4,2,1,2,3,3,2,-0.4184,174.571,0.01,575.2532,618.3744,502.3685,1,3,NA
4860215,625.4044,598.02264,1,1,15.333333333333334,12.51743,13.03951,8.60159,7.88323,9.16491,9.15641,1,2,782,1,1,1,1,2,1,1,1.1595,239,0.57,446.1832,491.0465,390.843,2,3,NA
3430303,522.00655,553.74147,2,1,14.916666666666666,14.01827,8.19852,11.08765,11.01771,8.69047,9.73852,1,1,1049,1,2,2,3,2,3,1,-0.9168,282.5,0.65,334.0162,328.7792,366.5983,1,5,5
3640314,550.99167,518.99174,1,1,14.25,8.74681,6.19658,12.07123,7.88323,11.07454,9.15641,NA,2,758,2,2,3,2,3,2,3,1.9226,205.2,-0.16,455.0631,460.8627,461.3391,1,3,4
4230114,457.62549,435.39496,1,2,14.666666666666666,10.92551,13.03951,8.60159,11.01771,10.54867,9.6346,1,1,907,2,1,3,2,3,4,2,1.9226,215.75,0.37,524.4664,496.8449,480.9213,1,5,2
4990219,603.19323,567.84338,1,1,14.416666666666666,12.21628,8.48873,10.80246,7.88323,8.69047,9.15641,NA,2,643,1,1,3,3,3,4,1,-0.9168,156,0.1,491.7511,561.9784,535.0056,1,4,4
4950206,607.03563,656.83398,2,1,14.916666666666666,11.64917,13.03951,9.965,7.57539,9.16491,9.6346,1,2,521,3,1,4,4,3,3,3,-1.7689,180.333,0.14,517.3781,489.1682,561.8612,1,4,4
3360112,540.78147,485.18233,1,1,14.25,8.91919,8.81989,7.91186,5.49149,7.89169,8.27843,3,3,802,3,2,1,2,1,1,3,0.5021,207.25,-0.73,454.3621,455.3025,439.6121,1,3,4
3430103,472.70515,445.37725,1,1,14.5,10.25396,11.04872,8.60159,9.34439,7.58514,9.6346,2,1,1049,1,2,2,3,2,3,1,-0.9168,282.5,0.53,504.1362,510.0305,518.8736,1,5,4
3580205,531.8848,544.95003,1,1,15.166666666666666,12.21628,13.03951,11.33851,11.01771,9.16491,10.74331,NA,1,594,1,1,1,1,2,3,3,0.0872,147.75,0.58,474.5365,451.331,437.0944,1,4,3
4910308,691.8113,660.49172,2,1,15.083333333333334,14.01827,11.04872,10.35777,9.81093,8.69047,12.42205,1,2,1938,1,1,2,2,1,2,1,-0.256,98.7,0.31,626.9746,647.0712,674.8788,4,4,NA
4740208,389.20906,466.25978,2,NA,16.333333333333332,11.64917,9.62932,10.35777,11.01771,9.16491,9.6346,1,2,366,4,1,1,2,3,2,2,-0.4184,120.667,0.68,363.2264,315.1462,413.1294,1,5,4
4120211,472.03688,490.74255,2,2,14.166666666666666,7.30445,10.19817,9.60333,8.92971,9.16491,8.70884,NA,2,1653,4,4,NA,3,3,3,2,-0.8068,187,0.27,573.6174,462.5437,460.3133,1,3,NA
3950106,585.558,607.2525,1,1,14.166666666666666,10.25396,7.91394,9.965,7.57539,9.16491,10.15325,2,2,49,3,6,3,4,4,2,2,-2.0766,13.667,-0.06,520.5717,495.8123,535.6583,1,4,2
5030219,452.82765,450.35241,2,1,14.583333333333334,10.25396,13.03951,9.60333,8.92971,8.17383,9.15641,3,1,668,1,4,1,1,1,2,2,-0.3225,121.636,-0.62,408.3268,366.3904,405.11,1,3,3
5100110,597.21415,647.2913,1,2,14.166666666666666,14.01827,8.81989,11.33851,13.70742,11.37095,8.70884,1,2,364,1,2,1,2,3,3,3,0.5021,85,0.65,601.8149,618.851,627.4151,2,4,2
3660106,626.51223,642.83246,2,1,14.5,10.25396,13.03951,9.965,8.55351,10.30668,9.15641,2,1,108,4,6,1,3,3,2,NA,-0.5803,58,0.18,514.9634,462.1427,526.6132,1,5,4
3510107,542.68194,583.88354,1,1,14.416666666666666,8.74681,8.81989,10.80246,11.01771,9.16491,10.74331,NA,1,64,3,6,1,3,2,2,2,-0.4184,NA,-0.29,474.0692,476.6694,427.8627,1,3,4
3290213,494.27173,506.9119,2,1,14.75,11.64917,13.03951,9.26151,7.88323,4.94405,8.70884,1,2,469,4,3,3,3,3,2,2,-0.7452,186,0.78,190.5359,264.5434,224.5804,1,4,NA
4730327,532.50459,513.16137,1,1,14.583333333333334,10.25396,13.03951,13.46507,13.70742,8.93142,14.34298,3,2,1159,2,1,3,3,2,1,1,-0.256,172.167,0.37,423.6719,455.2231,391.4025,NA,5,4
4590211,444.54284,465.18939,1,1,14.166666666666666,11.64917,8.19852,10.35777,9.81093,8.43911,9.6346,1,1,409,2,5,1,3,3,3,2,0.2803,105,0.45,418.6088,471.8242,448.191,1,3,2
3440223,462.21952,462.57748,2,2,15.166666666666666,10.04151,7.91394,9.60333,10.35139,10.07332,9.6346,NA,2,649,2,1,3,4,4,3,2,-0.9168,153.111,0.13,330.511,307.1267,321.7456,1,3,4
3570211,523.17897,566.19765,1,1,14.583333333333334,10.25396,11.04872,9.26151,8.55351,12.54869,14.34298,3,2,522,2,1,2,4,3,3,2,-0.5803,146.5,-0.92,477.6523,532.2712,475.9791,1,3,5
4770123,633.38943,656.88733,2,1,15.333333333333334,12.51743,8.81989,10.35777,11.9425,9.39344,10.15325,2,2,638,2,5,1,4,2,3,3,-0.256,167.5,0.25,568.0869,435.6785,520.0858,1,4,NA
3800226,548.42907,559.07845,2,1,13.666666666666666,10.92551,13.03951,8.93041,8.55351,10.54867,11.44903,1,1,407,1,4,3,3,2,3,3,-2.4968,172.4,-0.14,476.5618,457.8924,479.4293,1,5,4
4940203,393.92186,414.22667,1,1,15.166666666666666,10.92551,7.11034,9.26151,11.9425,7.89169,9.6346,1,2,832,2,1,2,4,3,4,2,-0.0892,139,-0.34,344.1424,433.0618,388.978,4,3,NA
3550313,653.68135,679.50386,2,1,13.916666666666666,12.51743,9.62932,10.80246,8.92971,10.80346,10.15325,1,2,1000,NA,1,NA,2,NA,NA,1,NA,93.619,0.76,648.2396,548.5122,598.2283,2,3,NA
4980204,597.72041,550.31635000000006,2,1,14.583333333333334,10.25396,13.03951,9.60333,11.9425,12.54869,9.25415,2,2,590,3,1,2,3,3,2,2,0.0872,125.6,0.16,516.6771,543.9411,560.1828,1,4,4
4190302,438.90499,437.1522,1,3,14.333333333333334,9.60097,8.81989,10.35777,10.35139,9.84519,10.74331,2,2,516,1,5,1,2,3,3,3,0.2803,118.889,-0.59,421.3351,447.28,483.7188,1,5,3
4460323,413.82909,396.59152,1,3,14.666666666666666,10.92551,8.81989,10.35777,11.01771,9.39344,10.15325,1,2,881,1,2,1,2,3,3,2,0.5021,174,0.59,375.0662,419.7968,415.6471,1,4,4
3810125,569.18792,578.40635,1,1,15.083333333333334,10.25396,8.19852,7.51389,5.96004,8.17383,7.85736,3,2,728,1,2,1,1,1,1,3,-0.0892,252,-0.17,509.0435,573.893,509.8284,1,NA,3
